Card	Format	Usage	Cumulative	Total	Format Index
Masked HERO Anki	abc	4	7	7	57
Mecha Phantom Beast Megaraptor	nekroz	3	3	3	52
Mecha Phantom Beast O-Lion	nekroz	3	3	3	52
Mecha Phantom Beast Tetherwolf	nekroz	3	3	3	52
Zubaba General	nekroz	3	3	3	52
Aerial Recharge	nekroz	2	2	2	52
Barbaroid, the Ultimate Battle Machine	nekroz	2	2	4	52
Barbaroid, the Ultimate Battle Machine	monarch	2	4	4	56
Cameraclops	nekroz	2	2	2	52
Compulsory Escape Device	nekroz	2	2	2	52
D-Fusion	nekroz	2	2	2	52
Goblindbergh	nekroz	2	2	10	52
Goblindbergh	clown	3	5	10	53
Goblindbergh	abc	3	8	10	57
Goblindbergh	grass zoo	2	10	10	58
Mecha Phantom Beast Jaculuslan	nekroz	2	2	2	52
Number 104: Masquerade	nekroz	2	2	13	52
Number 104: Masquerade	clown	9	11	13	53
Number 104: Masquerade	pepe	2	13	13	54
Number 52: Diamond Crab King	nekroz	2	2	11	52
Number 52: Diamond Crab King	clown	9	11	11	53
Number 86: Heroic Champion - Rhongomyniad	nekroz	2	2	3	52
Number 86: Heroic Champion - Rhongomyniad	pepe	1	3	3	54
Crane Crane	nekroz	1	1	1	52
Elemental HERO Divine Neos	nekroz	1	1	1	52
Exa, Enforcer of the Nekroz	nekroz	1	1	8	52
Exa, Enforcer of the Nekroz	clown	7	8	8	53
Mask Charge	nekroz	1	1	4	52
Mask Charge	abc	3	4	4	57
Masked HERO Acid	nekroz	1	1	7	52
Masked HERO Acid	abc	6	7	7	57
Mecha Phantom Beast Blackfalcon	nekroz	1	1	1	52
Nephe Shaddoll Fusion	nekroz	1	1	1	52
Norito the Moral Leader	nekroz	1	1	4	52
Norito the Moral Leader	monarch	2	3	4	56
Norito the Moral Leader	secaucus	1	4	4	63
Re-Cover	nekroz	1	1	2	52
Re-Cover	abc	1	2	2	57
Red Nova Dragon	nekroz	1	1	1	52
Samsara, Dragon of Rebirth	nekroz	1	1	1	52
Shaddoll Zefranaga	nekroz	1	1	1	52
Tackle Crusader	nekroz	1	1	1	52
Ultimaya Tzolkin	nekroz	1	1	11	52
Ultimaya Tzolkin	monarch	2	3	11	56
Ultimaya Tzolkin	abc	5	8	11	57
Ultimaya Tzolkin	tri zoo	3	11	11	74
Retaliating "C"	clown	44	44	108	53
Retaliating "C"	abc	45	89	108	57
Retaliating "C"	grass zoo	19	108	108	58
Elder Entity Norden	clown	28	28	88	53
Elder Entity Norden	pepe	21	49	88	54
Elder Entity Norden	abc	21	70	88	57
Elder Entity Norden	grass zoo	18	88	88	58
Performage Damage Juggler	clown	27	27	119	53
Performage Damage Juggler	pepe	92	119	119	54
Kozmo Dark Destroyer	clown	24	24	79	53
Kozmo Dark Destroyer	pepe	36	60	79	54
Kozmo Dark Destroyer	monarch	18	78	79	56
Kozmo Dark Destroyer	grass zoo	1	79	79	58
Kozmo Farmgirl	clown	24	24	67	53
Kozmo Farmgirl	pepe	30	54	67	54
Kozmo Farmgirl	monarch	10	64	67	56
Kozmo Farmgirl	grass zoo	3	67	67	58
Kozmotown	clown	24	24	81	53
Kozmotown	pepe	36	60	81	54
Kozmotown	monarch	18	78	81	56
Kozmotown	grass zoo	3	81	81	58
Kozmoll Wickedwitch	clown	20	20	50	53
Kozmoll Wickedwitch	pepe	27	47	50	54
Kozmoll Wickedwitch	grass zoo	3	50	50	58
Performage Hat Tricker	clown	20	20	56	53
Performage Hat Tricker	pepe	30	50	56	54
Performage Hat Tricker	abc	3	53	56	57
Performage Hat Tricker	grass zoo	3	56	56	58
Kozmo Forerunner	clown	19	19	52	53
Kozmo Forerunner	pepe	24	43	52	54
Kozmo Forerunner	monarch	6	49	52	56
Kozmo Forerunner	grass zoo	3	52	52	58
Kozmo Sliprider	clown	19	19	71	53
Kozmo Sliprider	pepe	34	53	71	54
Kozmo Sliprider	monarch	16	69	71	56
Kozmo Sliprider	grass zoo	2	71	71	58
Performage Trick Clown	clown	15	15	54	53
Performage Trick Clown	pepe	25	40	54	54
Performage Trick Clown	abc	10	50	54	57
Performage Trick Clown	grass zoo	4	54	54	58
Storming Mirror Force	clown	15	15	49	53
Storming Mirror Force	pepe	13	28	49	54
Storming Mirror Force	abc	12	40	49	57
Storming Mirror Force	grass zoo	7	47	49	58
Storming Mirror Force	link zoo	2	49	49	60
Mistaken Arrest	clown	14	14	25	53
Mistaken Arrest	phoenix	3	17	25	76
Mistaken Arrest	rescue-ace	8	25	25	81
Performage Trapeze Magician	clown	13	13	49	53
Performage Trapeze Magician	pepe	32	45	49	54
Performage Trapeze Magician	monarch	3	48	49	56
Performage Trapeze Magician	abc	1	49	49	57
Brilliant Fusion	clown	12	12	65	53
Brilliant Fusion	pepe	5	17	65	54
Brilliant Fusion	monarch	12	29	65	56
Brilliant Fusion	abc	21	50	65	57
Brilliant Fusion	grass zoo	12	62	65	58
Brilliant Fusion	draco zoo	3	65	65	59
Kozmo Strawman	clown	12	12	31	53
Kozmo Strawman	pepe	12	24	31	54
Kozmo Strawman	monarch	6	30	31	56
Kozmo Strawman	grass zoo	1	31	31	58
Wavering Eyes	clown	12	12	120	53
Wavering Eyes	pepe	108	120	120	54
Jigabyte	clown	10	10	24	53
Jigabyte	pepe	13	23	24	54
Jigabyte	abc	1	24	24	57
Luster Pendulum, the Dracoslayer	clown	9	9	126	53
Luster Pendulum, the Dracoslayer	pepe	102	111	126	54
Luster Pendulum, the Dracoslayer	monarch	4	115	126	56
Luster Pendulum, the Dracoslayer	abc	8	123	126	57
Luster Pendulum, the Dracoslayer	draco zoo	1	124	126	59
Luster Pendulum, the Dracoslayer	secaucus	1	125	126	63
Luster Pendulum, the Dracoslayer	toss	1	126	126	68
Majespecter Fox - Kyubi	clown	9	9	16	53
Majespecter Fox - Kyubi	pepe	3	12	16	54
Majespecter Fox - Kyubi	monarch	3	15	16	56
Majespecter Fox - Kyubi	grass zoo	1	16	16	58
Majespecter Raccoon - Bunbuku	clown	9	9	69	53
Majespecter Raccoon - Bunbuku	pepe	3	12	69	54
Majespecter Raccoon - Bunbuku	monarch	15	27	69	56
Majespecter Raccoon - Bunbuku	abc	30	57	69	57
Majespecter Raccoon - Bunbuku	grass zoo	6	63	69	58
Majespecter Raccoon - Bunbuku	secaucus	3	66	69	63
Majespecter Raccoon - Bunbuku	toss	3	69	69	68
Kozmo DOG Fighter	clown	8	8	16	53
Kozmo DOG Fighter	pepe	8	16	16	54
Majespecter Cat - Nekomata	clown	8	8	12	53
Majespecter Cat - Nekomata	abc	1	9	12	57
Majespecter Cat - Nekomata	grass zoo	2	11	12	58
Majespecter Cat - Nekomata	secaucus	1	12	12	63
Majespecter Crow - Yata	clown	8	8	8	53
Kozmo Goodwitch	clown	7	7	22	53
Kozmo Goodwitch	pepe	15	22	22	54
Majespecter Tempest	clown	7	7	11	53
Majespecter Tempest	pepe	1	8	11	54
Majespecter Tempest	monarch	2	10	11	56
Majespecter Tempest	grass zoo	1	11	11	58
Archfiend Eccentrick	clown	6	6	77	53
Archfiend Eccentrick	pepe	11	17	77	54
Archfiend Eccentrick	monarch	12	29	77	56
Archfiend Eccentrick	abc	31	60	77	57
Archfiend Eccentrick	grass zoo	16	76	77	58
Archfiend Eccentrick	phoenix	1	77	77	76
Gem-Knight Garnet	clown	6	6	29	53
Gem-Knight Garnet	pepe	3	9	29	54
Gem-Knight Garnet	monarch	5	14	29	56
Gem-Knight Garnet	abc	11	25	29	57
Gem-Knight Garnet	grass zoo	4	29	29	58
Gem-Knight Seraphinite	clown	6	6	28	53
Gem-Knight Seraphinite	pepe	3	9	28	54
Gem-Knight Seraphinite	monarch	7	16	28	56
Gem-Knight Seraphinite	abc	7	23	28	57
Gem-Knight Seraphinite	grass zoo	4	27	28	58
Gem-Knight Seraphinite	draco zoo	1	28	28	59
Ignister Prominence, the Blasting Dracoslayer	clown	6	6	105	53
Ignister Prominence, the Blasting Dracoslayer	pepe	81	87	105	54
Ignister Prominence, the Blasting Dracoslayer	monarch	6	93	105	56
Ignister Prominence, the Blasting Dracoslayer	abc	9	102	105	57
Ignister Prominence, the Blasting Dracoslayer	draco zoo	1	103	105	59
Ignister Prominence, the Blasting Dracoslayer	secaucus	1	104	105	63
Ignister Prominence, the Blasting Dracoslayer	toss	1	105	105	68
Infernoid Decatron	clown	6	6	24	53
Infernoid Decatron	grass zoo	15	21	24	58
Infernoid Decatron	snake-eye	3	24	24	82
Infernoid Harmadik	clown	6	6	20	53
Infernoid Harmadik	grass zoo	13	19	20	58
Infernoid Harmadik	snake-eye	1	20	20	82
Infernoid Patrulea	clown	6	6	22	53
Infernoid Patrulea	grass zoo	15	21	22	58
Infernoid Patrulea	snake-eye	1	22	22	82
Infernoid Seitsemas	clown	6	6	17	53
Infernoid Seitsemas	grass zoo	10	16	17	58
Infernoid Seitsemas	snake-eye	1	17	17	82
Majespecter Cyclone	clown	6	6	6	53
PSY-Framelord Omega	clown	6	6	69	53
PSY-Framelord Omega	pepe	6	12	69	54
PSY-Framelord Omega	monarch	3	15	69	56
PSY-Framelord Omega	abc	12	27	69	57
PSY-Framelord Omega	grass zoo	10	37	69	58
PSY-Framelord Omega	draco zoo	2	39	69	59
PSY-Framelord Omega	link zoo	4	43	69	60
PSY-Framelord Omega	secaucus	4	47	69	63
PSY-Framelord Omega	tri zoo	4	51	69	74
PSY-Framelord Omega	phoenix	4	55	69	76
PSY-Framelord Omega	elements	2	57	69	78
PSY-Framelord Omega	rescue-ace	2	59	69	81
PSY-Framelord Omega	snake-eye	1	60	69	82
PSY-Framelord Omega	current	9	69	69	84
Speedroid Terrortop	clown	6	6	123	53
Speedroid Terrortop	monarch	45	51	123	56
Speedroid Terrortop	abc	6	57	123	57
Speedroid Terrortop	grass zoo	63	120	123	58
Speedroid Terrortop	tri zoo	1	121	123	74
Speedroid Terrortop	snake-eye	2	123	123	82
Majespecter Tornado	clown	5	5	5	53
Majesty's Pegasus	clown	5	5	5	53
Chicken Game	clown	4	4	4	53
Infernoid Antra	clown	4	4	8	53
Infernoid Antra	grass zoo	3	7	8	58
Infernoid Antra	snake-eye	1	8	8	82
Infernoid Attondel	clown	4	4	10	53
Infernoid Attondel	grass zoo	5	9	10	58
Infernoid Attondel	snake-eye	1	10	10	82
Infernoid Devyaty	clown	4	4	16	53
Infernoid Devyaty	grass zoo	10	14	16	58
Infernoid Devyaty	snake-eye	2	16	16	82
Juragedo	clown	4	4	4	53
Majester Paladin, the Ascending Dracoslayer	clown	4	4	38	53
Majester Paladin, the Ascending Dracoslayer	pepe	26	30	38	54
Majester Paladin, the Ascending Dracoslayer	monarch	8	38	38	56
Minerva, the Exalted Lightsworn	clown	4	4	10	53
Minerva, the Exalted Lightsworn	abc	1	5	10	57
Minerva, the Exalted Lightsworn	grass zoo	3	8	10	58
Minerva, the Exalted Lightsworn	draco zoo	1	9	10	59
Minerva, the Exalted Lightsworn	link zoo	1	10	10	60
Nefarious Archfiend Eater of Nefariousness	clown	4	4	5	53
Nefarious Archfiend Eater of Nefariousness	pepe	1	5	5	54
Red-Eyes Flare Metal Dragon	clown	4	4	24	53
Red-Eyes Flare Metal Dragon	pepe	6	10	24	54
Red-Eyes Flare Metal Dragon	monarch	2	12	24	56
Red-Eyes Flare Metal Dragon	abc	1	13	24	57
Red-Eyes Flare Metal Dragon	grass zoo	2	15	24	58
Red-Eyes Flare Metal Dragon	rescue-ace	3	18	24	81
Red-Eyes Flare Metal Dragon	snake-eye	4	22	24	82
Red-Eyes Flare Metal Dragon	current	2	24	24	84
Grand Horn of Heaven	clown	3	3	17	53
Grand Horn of Heaven	pepe	11	14	17	54
Grand Horn of Heaven	current	3	17	17	84
Heroic Challenger - Thousand Blades	clown	3	3	4	53
Heroic Challenger - Thousand Blades	abc	1	4	4	57
Majespecter Unicorn - Kirin	clown	3	3	36	53
Majespecter Unicorn - Kirin	monarch	23	26	36	56
Majespecter Unicorn - Kirin	abc	10	36	36	57
Moon Mirror Shield	clown	3	3	4	53
Moon Mirror Shield	secaucus	1	4	4	63
Performage Plushfire	clown	3	3	88	53
Performage Plushfire	pepe	85	88	88	54
Totem Bird	clown	3	3	30	53
Totem Bird	monarch	2	5	30	56
Totem Bird	abc	5	10	30	57
Totem Bird	grass zoo	19	29	30	58
Totem Bird	secaucus	1	30	30	63
Clear Wing Synchro Dragon	clown	2	2	3	53
Clear Wing Synchro Dragon	pepe	1	3	3	54
Cyber Dragon Drei	clown	2	2	7	53
Cyber Dragon Drei	pepe	5	7	7	54
Hi-Speedroid Chanbara	clown	2	2	6	53
Hi-Speedroid Chanbara	pepe	1	3	6	54
Hi-Speedroid Chanbara	abc	2	5	6	57
Hi-Speedroid Chanbara	link zoo	1	6	6	60
Infernoid Onuncu	clown	2	2	14	53
Infernoid Onuncu	grass zoo	10	12	14	58
Infernoid Onuncu	snake-eye	2	14	14	82
Panzer Dragon	clown	2	2	6	53
Panzer Dragon	monarch	1	3	6	56
Panzer Dragon	snake-eye	3	6	6	82
Void Seer	clown	2	2	2	53
Ancient Pixie Dragon	clown	1	1	1	53
Infernoid Pirmais	clown	1	1	2	53
Infernoid Pirmais	snake-eye	1	2	2	82
Majespecter Storm	clown	1	1	1	53
Metaphys Horus	clown	1	1	1	53
Number 23: Lancelot, Dark Knight of the Underworld	clown	1	1	8	53
Number 23: Lancelot, Dark Knight of the Underworld	monarch	4	5	8	56
Number 23: Lancelot, Dark Knight of the Underworld	abc	3	8	8	57
Performage Mirror Conductor	clown	1	1	36	53
Performage Mirror Conductor	pepe	35	36	36	54
Rainbow Kuriboh	clown	1	1	1	53
Samurai Cavalry of Reptier	clown	1	1	3	53
Samurai Cavalry of Reptier	pepe	2	3	3	54
Speedroid Double Yoyo	clown	1	1	1	53
Speedroid Red-Eyed Dice	clown	1	1	2	53
Speedroid Red-Eyed Dice	abc	1	2	2	57
Speedroid Taketomborg	clown	1	1	41	53
Speedroid Taketomborg	monarch	15	16	41	56
Speedroid Taketomborg	abc	2	18	41	57
Speedroid Taketomborg	grass zoo	21	39	41	58
Speedroid Taketomborg	tri zoo	1	40	41	74
Speedroid Taketomborg	snake-eye	1	41	41	82
Twin Twisters	pepe	103	103	614	54
Twin Twisters	monarch	86	189	614	56
Twin Twisters	abc	97	286	614	57
Twin Twisters	grass zoo	64	350	614	58
Twin Twisters	draco zoo	44	394	614	59
Twin Twisters	link zoo	20	414	614	60
Twin Twisters	secaucus	47	461	614	63
Twin Twisters	toss	31	492	614	68
Twin Twisters	tri zoo	57	549	614	74
Twin Twisters	phoenix	35	584	614	76
Twin Twisters	elements	4	588	614	78
Twin Twisters	rescue-ace	3	591	614	81
Twin Twisters	snake-eye	7	598	614	82
Twin Twisters	current	16	614	614	84
Performapal Monkeyboard	pepe	99	99	108	54
Performapal Monkeyboard	monarch	9	108	108	56
Performapal Pendulum Sorcerer	pepe	99	99	114	54
Performapal Pendulum Sorcerer	monarch	15	114	114	56
Performapal Skullcrobat Joker	pepe	99	99	110	54
Performapal Skullcrobat Joker	monarch	8	107	110	56
Performapal Skullcrobat Joker	draco zoo	3	110	110	59
Draco Face-Off	pepe	94	94	98	54
Draco Face-Off	monarch	4	98	98	56
Vector Pendulum, the Dracoverlord	pepe	64	64	67	54
Vector Pendulum, the Dracoverlord	monarch	3	67	67	56
Performapal Lizardraw	pepe	61	61	68	54
Performapal Lizardraw	monarch	7	68	68	56
Solemn Strike	pepe	61	61	389	54
Solemn Strike	monarch	53	114	389	56
Solemn Strike	abc	90	204	389	57
Solemn Strike	grass zoo	62	266	389	58
Solemn Strike	draco zoo	32	298	389	59
Solemn Strike	link zoo	21	319	389	60
Solemn Strike	secaucus	12	331	389	63
Solemn Strike	toss	3	334	389	68
Solemn Strike	tri zoo	19	353	389	74
Solemn Strike	phoenix	6	359	389	76
Solemn Strike	snake-eye	27	386	389	82
Solemn Strike	current	3	389	389	84
Cyber Dragon Infinity	pepe	36	36	54	54
Cyber Dragon Infinity	monarch	7	43	54	56
Cyber Dragon Infinity	abc	5	48	54	57
Cyber Dragon Infinity	grass zoo	3	51	54	58
Cyber Dragon Infinity	toss	1	52	54	68
Cyber Dragon Infinity	tri zoo	2	54	54	74
Cyber Dragon Nova	pepe	36	36	58	54
Cyber Dragon Nova	monarch	7	43	58	56
Cyber Dragon Nova	abc	5	48	58	57
Cyber Dragon Nova	grass zoo	3	51	58	58
Cyber Dragon Nova	toss	1	52	58	68
Cyber Dragon Nova	tri zoo	2	54	58	74
Cyber Dragon Nova	phoenix	4	58	58	76
Performapal Guitartle	pepe	35	35	39	54
Performapal Guitartle	monarch	4	39	39	56
Master Pendulum, the Dracoslayer	pepe	31	31	43	54
Master Pendulum, the Dracoslayer	monarch	12	43	43	56
Traptrix Rafflesia	pepe	31	31	41	54
Traptrix Rafflesia	abc	9	40	41	57
Traptrix Rafflesia	rescue-ace	1	41	41	81
Dinoster Power, the Mighty Dracoslayer	pepe	30	30	38	54
Dinoster Power, the Mighty Dracoslayer	monarch	8	38	38	56
Gameciel, the Sea Turtle Kaiju	pepe	23	23	132	54
Gameciel, the Sea Turtle Kaiju	monarch	2	25	132	56
Gameciel, the Sea Turtle Kaiju	abc	34	59	132	57
Gameciel, the Sea Turtle Kaiju	grass zoo	14	73	132	58
Gameciel, the Sea Turtle Kaiju	draco zoo	24	97	132	59
Gameciel, the Sea Turtle Kaiju	link zoo	19	116	132	60
Gameciel, the Sea Turtle Kaiju	secaucus	1	117	132	63
Gameciel, the Sea Turtle Kaiju	toss	3	120	132	68
Gameciel, the Sea Turtle Kaiju	tri zoo	6	126	132	74
Gameciel, the Sea Turtle Kaiju	rescue-ace	5	131	132	81
Gameciel, the Sea Turtle Kaiju	snake-eye	1	132	132	82
Kozmo Tincan	pepe	14	14	35	54
Kozmo Tincan	monarch	18	32	35	56
Kozmo Tincan	grass zoo	3	35	35	58
Performapal Partnaga	pepe	9	9	9	54
Performapal Silver Claw	pepe	9	9	11	54
Performapal Silver Claw	monarch	2	11	11	56
Vanity's Ruler	pepe	9	9	9	54
Kozmojo	pepe	8	8	23	54
Kozmojo	monarch	15	23	23	56
Guiding Ariadne	pepe	7	7	27	54
Guiding Ariadne	monarch	9	16	27	56
Guiding Ariadne	abc	2	18	27	57
Guiding Ariadne	grass zoo	9	27	27	58
Speedroid Menko	pepe	7	7	7	54
Kozmo Soartroopers	pepe	6	6	6	54
Neptabyss, the Atlantean Prince	pepe	6	6	15	54
Neptabyss, the Atlantean Prince	abc	9	15	15	57
Performapal Secondonkey	pepe	6	6	12	54
Performapal Secondonkey	monarch	6	12	12	56
Kozmo Dark Eclipser	pepe	5	5	6	54
Kozmo Dark Eclipser	grass zoo	1	6	6	58
Performapal Turn Toad	pepe	4	4	4	54
Domain of the True Monarchs	pepe	3	3	20	54
Domain of the True Monarchs	monarch	16	19	20	56
Domain of the True Monarchs	draco zoo	1	20	20	59
Dragon's Bind	pepe	3	3	3	54
Edea the Heavenly Squire	pepe	3	3	19	54
Edea the Heavenly Squire	monarch	16	19	19	56
Ehther the Heavenly Monarch	pepe	3	3	30	54
Ehther the Heavenly Monarch	monarch	27	30	30	56
Eidos the Underworld Squire	pepe	3	3	18	54
Eidos the Underworld Squire	monarch	15	18	18	56
Erebus the Underworld Monarch	pepe	3	3	25	54
Erebus the Underworld Monarch	monarch	22	25	25	56
Odd-Eyes Meteorburst Dragon	pepe	3	3	19	54
Odd-Eyes Meteorburst Dragon	monarch	7	10	19	56
Odd-Eyes Meteorburst Dragon	snake-eye	1	11	19	82
Odd-Eyes Meteorburst Dragon	current	8	19	19	84
PSY-Frame Circuit	pepe	3	3	6	54
PSY-Frame Circuit	monarch	3	6	6	56
PSY-Frame Driver	pepe	3	3	74	54
PSY-Frame Driver	monarch	3	6	74	56
PSY-Frame Driver	draco zoo	1	7	74	59
PSY-Frame Driver	secaucus	3	10	74	63
PSY-Frame Driver	tri zoo	12	22	74	74
PSY-Frame Driver	bird-up	1	23	74	75
PSY-Frame Driver	phoenix	13	36	74	76
PSY-Frame Driver	elements	13	49	74	78
PSY-Frame Driver	snake-eye	20	69	74	82
PSY-Frame Driver	current	5	74	74	84
PSY-Frame Overload	pepe	3	3	6	54
PSY-Frame Overload	monarch	3	6	6	56
PSY-Framegear Alpha	pepe	3	3	6	54
PSY-Framegear Alpha	monarch	3	6	6	56
PSY-Framegear Beta	pepe	3	3	6	54
PSY-Framegear Beta	monarch	3	6	6	56
PSY-Framegear Delta	pepe	3	3	55	54
PSY-Framegear Delta	monarch	3	6	55	56
PSY-Framegear Delta	snake-eye	45	51	55	82
PSY-Framegear Delta	current	4	55	55	84
PSY-Framegear Gamma	pepe	3	3	166	54
PSY-Framegear Gamma	monarch	3	6	166	56
PSY-Framegear Gamma	draco zoo	3	9	166	59
PSY-Framegear Gamma	secaucus	9	18	166	63
PSY-Framegear Gamma	tri zoo	36	54	166	74
PSY-Framegear Gamma	bird-up	3	57	166	75
PSY-Framegear Gamma	phoenix	39	96	166	76
PSY-Framegear Gamma	elements	39	135	166	78
PSY-Framegear Gamma	snake-eye	20	155	166	82
PSY-Framegear Gamma	current	11	166	166	84
Pantheism of the Monarchs	pepe	3	3	30	54
Pantheism of the Monarchs	monarch	27	30	30	56
Performapal Helpprincess	pepe	3	3	3	54
Psychic Feel Zone	pepe	3	3	5	54
Psychic Feel Zone	monarch	2	5	5	56
Quaking Mirror Force	pepe	3	3	20	54
Quaking Mirror Force	monarch	2	5	20	56
Quaking Mirror Force	abc	4	9	20	57
Quaking Mirror Force	grass zoo	7	16	20	58
Quaking Mirror Force	link zoo	4	20	20	60
Scarlight Red Dragon Archfiend	pepe	3	3	10	54
Scarlight Red Dragon Archfiend	monarch	1	4	10	56
Scarlight Red Dragon Archfiend	grass zoo	1	5	10	58
Scarlight Red Dragon Archfiend	link zoo	1	6	10	60
Scarlight Red Dragon Archfiend	tri zoo	1	7	10	74
Scarlight Red Dragon Archfiend	rescue-ace	3	10	10	81
Tenacity of the Monarchs	pepe	3	3	30	54
Tenacity of the Monarchs	monarch	27	30	30	56
The Prime Monarch	pepe	3	3	28	54
The Prime Monarch	monarch	25	28	28	56
X-Saber Palomuro	pepe	3	3	3	54
Abyss-scale of the Mizuchi	pepe	2	2	4	54
Abyss-scale of the Mizuchi	abc	2	4	4	57
D/D/D Duo-Dawn King Kali Yuga	pepe	2	2	4	54
D/D/D Duo-Dawn King Kali Yuga	grass zoo	2	4	4	58
Dodger Dragon	pepe	2	2	2	54
Ferret Flames	pepe	2	2	2	54
Fiendish Rhino Warrior	pepe	2	2	9	54
Fiendish Rhino Warrior	abc	1	3	9	57
Fiendish Rhino Warrior	rescue-ace	6	9	9	81
Kozmo Lightsword	pepe	2	2	2	54
Kuraz the Light Monarch	pepe	2	2	26	54
Kuraz the Light Monarch	monarch	24	26	26	56
PSY-Framegear Epsilon	pepe	2	2	4	54
PSY-Framegear Epsilon	monarch	2	4	4	56
PSY-Framelord Zeta	pepe	2	2	5	54
PSY-Framelord Zeta	monarch	3	5	5	56
Satellarknight Skybridge	pepe	2	2	2	54
Tatsunoko	pepe	2	2	5	54
Tatsunoko	abc	3	5	5	57
Cat Shark	pepe	1	1	27	54
Cat Shark	abc	21	22	27	57
Cat Shark	grass zoo	3	25	27	58
Cat Shark	elements	1	26	27	78
Cat Shark	current	1	27	27	84
Escalation of the Monarchs	pepe	1	1	6	54
Escalation of the Monarchs	monarch	5	6	6	56
Interrupted Kaiju Slumber	pepe	1	1	34	54
Interrupted Kaiju Slumber	grass zoo	24	25	34	58
Interrupted Kaiju Slumber	draco zoo	2	27	34	59
Interrupted Kaiju Slumber	link zoo	7	34	34	60
Kumongous, the Sticky String Kaiju	pepe	1	1	51	54
Kumongous, the Sticky String Kaiju	monarch	1	2	51	56
Kumongous, the Sticky String Kaiju	abc	10	12	51	57
Kumongous, the Sticky String Kaiju	grass zoo	15	27	51	58
Kumongous, the Sticky String Kaiju	draco zoo	10	37	51	59
Kumongous, the Sticky String Kaiju	link zoo	12	49	51	60
Kumongous, the Sticky String Kaiju	tri zoo	2	51	51	74
Overmind Archfiend	pepe	1	1	2	54
Overmind Archfiend	monarch	1	2	2	56
Return of the Monarchs	pepe	1	1	25	54
Return of the Monarchs	monarch	24	25	25	56
Sky Cavalry Centaurea	pepe	1	1	34	54
Sky Cavalry Centaurea	abc	19	20	34	57
Sky Cavalry Centaurea	grass zoo	4	24	34	58
Sky Cavalry Centaurea	elements	10	34	34	78
Thestalos the Mega Monarch	pepe	1	1	4	54
Thestalos the Mega Monarch	monarch	3	4	4	56
Ghost Reaper & Winter Cherries	monarch	57	57	168	56
Ghost Reaper & Winter Cherries	abc	33	90	168	57
Ghost Reaper & Winter Cherries	draco zoo	2	92	168	59
Ghost Reaper & Winter Cherries	link zoo	8	100	168	60
Ghost Reaper & Winter Cherries	secaucus	41	141	168	63
Ghost Reaper & Winter Cherries	phoenix	18	159	168	76
Ghost Reaper & Winter Cherries	elements	9	168	168	78
Phantom Knights' Fog Blade	monarch	39	39	48	56
Phantom Knights' Fog Blade	tri zoo	3	42	48	74
Phantom Knights' Fog Blade	rescue-ace	3	45	48	81
Phantom Knights' Fog Blade	snake-eye	3	48	48	82
The Phantom Knights of Silent Boots	monarch	39	39	48	56
The Phantom Knights of Silent Boots	tri zoo	3	42	48	74
The Phantom Knights of Silent Boots	rescue-ace	3	45	48	81
The Phantom Knights of Silent Boots	snake-eye	3	48	48	82
Beatrice, Lady of the Eternal	monarch	38	38	61	56
Beatrice, Lady of the Eternal	abc	2	40	61	57
Beatrice, Lady of the Eternal	tri zoo	4	44	61	74
Beatrice, Lady of the Eternal	tearlaments	6	50	61	80
Beatrice, Lady of the Eternal	rescue-ace	11	61	61	81
The Phantom Knights of Break Sword	monarch	30	30	59	56
The Phantom Knights of Break Sword	abc	12	42	59	57
The Phantom Knights of Break Sword	grass zoo	6	48	59	58
The Phantom Knights of Break Sword	link zoo	1	49	59	60
The Phantom Knights of Break Sword	secaucus	2	51	59	63
The Phantom Knights of Break Sword	tri zoo	4	55	59	74
The Phantom Knights of Break Sword	rescue-ace	2	57	59	81
The Phantom Knights of Break Sword	snake-eye	2	59	59	82
Magical Abductor	monarch	26	26	31	56
Magical Abductor	secaucus	3	29	31	63
Magical Abductor	toss	2	31	31	68
The Phantom Knights of Ancient Cloak	monarch	26	26	32	56
The Phantom Knights of Ancient Cloak	tri zoo	2	28	32	74
The Phantom Knights of Ancient Cloak	rescue-ace	2	30	32	81
The Phantom Knights of Ancient Cloak	snake-eye	2	32	32	82
Card of Demise	monarch	21	21	61	56
Card of Demise	abc	3	24	61	57
Card of Demise	grass zoo	9	33	61	58
Card of Demise	draco zoo	6	39	61	59
Card of Demise	link zoo	12	51	61	60
Card of Demise	toss	3	54	61	68
Card of Demise	snake-eye	3	57	61	82
Card of Demise	current	4	61	61	84
Magic Deflector	monarch	20	20	85	56
Magic Deflector	grass zoo	2	22	85	58
Magic Deflector	draco zoo	27	49	85	59
Magic Deflector	link zoo	28	77	85	60
Magic Deflector	secaucus	2	79	85	63
Magic Deflector	rescue-ace	6	85	85	81
Sky Iris	monarch	20	20	20	56
Dante, Pilgrim of the Burning Abyss	monarch	17	17	18	56
Dante, Pilgrim of the Burning Abyss	abc	1	18	18	57
The Phantom Knights of Ragged Gloves	monarch	16	16	20	56
The Phantom Knights of Ragged Gloves	tri zoo	2	18	20	74
The Phantom Knights of Ragged Gloves	rescue-ace	1	19	20	81
The Phantom Knights of Ragged Gloves	snake-eye	1	20	20	82
Super Quantal Mech Beast Grampulse	monarch	15	15	18	56
Super Quantal Mech Beast Grampulse	abc	3	18	18	57
Dragonpit Magician	monarch	13	13	13	56
Number 38: Hope Harbinger Dragon Titanic Galaxy	monarch	12	12	40	56
